datetime,co2content,temperature
2023-12-16 17:03:01,713.0,18.62
2023-12-16 17:15:15,706.46,18.64
2023-12-16 17:27:29,709.84,18.63
2023-12-16 17:39:43,697.07,18.64
2023-12-16 17:52:00,706.23,18.63
2023-12-16 18:04:14,706.07,18.62
2023-12-16 18:28:39,703.3,18.6
2023-12-16 18:40:53,699.23,18.62
2023-12-16 18:53:10,696.23,18.63
2023-12-16 19:17:38,695.69,18.63
2023-12-16 19:29:49,699.23,18.61
2023-12-16 19:42:03,693.23,18.62
2023-12-16 20:18:51,688.61,18.61
2023-12-16 20:43:16,688.0,18.6
2023-12-16 20:55:30,687.46,18.59
2023-12-16 21:07:40,685.0,18.58
2023-12-16 21:32:09,673.3,18.58
2023-12-16 21:44:23,682.15,18.59
2023-12-16 22:08:51,673.76,18.6
2023-12-16 22:21:11,675.15,18.59
2023-12-16 22:33:19,668.69,18.58
2023-12-16 22:45:33,672.69,18.56
2023-12-16 22:57:50,671.38,18.56
2023-12-16 23:10:07,664.92,18.57
2023-12-16 23:22:18,673.0,18.56
2023-12-16 23:34:32,670.07,18.58
2023-12-16 23:59:01,668.53,18.58
2023-12-17 00:23:25,665.69,18.57
2023-12-17 00:35:39,661.76,18.55
2023-12-17 00:47:56,660.23,18.57
2023-12-17 01:12:21,651.23,18.55
2023-12-17 01:49:03,655.92,18.55
2023-12-17 02:01:20,656.46,18.56
2023-12-17 02:25:52,652.23,18.55
2023-12-17 02:38:03,654.3,18.58
2023-12-17 02:50:14,658.0,18.56
2023-12-17 03:02:28,649.76,18.58
2023-12-17 03:14:42,645.92,18.57
2023-12-17 03:26:56,643.15,18.57
2023-12-17 04:03:41,648.23,18.57
2023-12-17 04:15:58,648.53,18.58
2023-12-17 04:28:06,646.84,18.57
2023-12-17 04:40:23,643.46,18.57
2023-12-17 04:52:37,647.07,18.58
2023-12-17 05:04:54,646.76,18.56
2023-12-17 05:17:08,643.46,18.57
2023-12-17 05:41:33,637.46,18.58
2023-12-17 05:53:44,635.69,18.58
2023-12-17 06:05:58,630.15,18.57
2023-12-17 06:18:11,637.76,18.58
2023-12-17 06:30:26,641.84,18.59
2023-12-17 06:42:40,635.15,18.59
2023-12-17 06:55:00,639.0,18.59
2023-12-17 07:07:08,632.53,18.6
2023-12-17 07:31:39,634.53,18.57
2023-12-17 07:43:50,637.38,18.56
2023-12-17 07:56:10,636.0,18.54
2023-12-17 08:08:24,631.76,18.54
2023-12-17 08:20:32,635.23,18.54
2023-12-17 08:32:49,636.84,18.54
2023-12-17 08:45:03,631.3,18.55
2023-12-17 09:09:31,636.84,18.58
2023-12-17 09:21:48,631.23,18.58
2023-12-17 09:33:55,629.84,18.58
2023-12-17 09:46:16,636.23,18.57
2023-12-17 09:58:24,635.69,18.57
2023-12-17 10:10:41,628.15,18.57
2023-12-17 10:22:52,637.0,18.57
2023-12-17 10:35:09,624.61,18.58
2023-12-17 10:47:20,627.3,18.59
2023-12-17 10:59:33,631.38,18.58
2023-12-17 11:11:48,626.61,18.58
2023-12-17 11:24:02,629.3,18.57
2023-12-17 11:48:30,624.3,18.57
2023-12-17 12:00:44,626.38,18.55
2023-12-17 12:00:44,626.38,18.55
2023-12-17 12:13:01,619.0,18.55
2023-12-17 12:25:12,623.61,18.57
2023-12-17 12:37:26,624.53,18.59
2023-12-17 12:49:43,623.76,18.61
2023-12-17 13:01:57,625.46,18.62
2023-12-17 13:14:11,623.15,18.59
2023-12-17 13:26:25,614.15,18.61
2023-12-17 13:38:36,618.38,18.62
2023-12-17 13:50:53,615.61,18.62
2023-12-17 14:03:04,622.15,18.62
2023-12-17 14:15:18,621.76,18.63
2023-12-17 14:27:32,616.84,18.61
2023-12-17 14:39:52,625.46,18.62
2023-12-17 14:52:03,622.07,18.64
2023-12-17 15:04:17,620.23,18.71
2023-12-17 15:16:28,620.84,18.79
2023-12-17 15:28:42,625.46,18.87
2023-12-17 15:41:03,633.61,18.91
2023-12-17 15:53:10,629.38,18.9
2023-12-17 16:05:27,623.15,18.87
2023-12-17 16:17:38,617.84,18.81
2023-12-17 16:29:59,624.76,18.77
2023-12-17 16:42:06,622.84,18.72
2023-12-17 16:54:20,617.61,18.7
2023-12-17 17:18:48,616.3,18.65
2023-12-17 17:31:02,613.23,18.65
2023-12-17 17:55:33,621.15,18.65
2023-12-17 18:07:44,612.76,18.64
2023-12-17 18:32:19,604.23,18.63
2023-12-17 18:44:30,613.46,18.64
2023-12-17 18:56:47,616.38,18.63
2023-12-17 19:08:57,613.76,18.6
2023-12-17 19:21:09,607.92,18.59
2023-12-17 19:33:26,615.53,18.59
2023-12-17 19:45:37,615.15,18.58
2023-12-17 20:34:32,611.76,18.56
2023-12-17 20:59:00,611.69,18.57
2023-12-17 21:11:15,603.92,18.58
2023-12-17 21:23:32,611.23,18.57
2023-12-17 21:35:46,606.53,18.58
2023-12-17 21:47:56,606.53,18.57
2023-12-17 22:24:41,599.46,18.57
2023-12-17 22:49:07,610.84,18.57
2023-12-17 23:01:20,605.0,18.56
2023-12-17 23:13:34,603.84,18.55
2023-12-17 23:38:06,602.69,18.57
2023-12-17 23:50:16,602.0,18.56
2023-12-18 00:02:36,610.69,18.57
2023-12-18 00:14:44,611.15,18.57
2023-12-18 00:26:58,598.23,18.57
2023-12-18 00:39:15,605.84,18.56
2023-12-18 01:03:40,599.92,18.55
2023-12-18 01:28:08,600.92,18.53
2023-12-18 01:40:22,597.84,18.52
2023-12-18 01:52:36,597.0,18.55
2023-12-18 02:04:54,606.61,18.52
2023-12-18 02:17:07,599.0,18.53
2023-12-18 02:29:21,608.61,18.52
2023-12-18 02:53:47,595.69,18.53
2023-12-18 03:06:01,604.0,18.52
2023-12-18 03:18:15,602.38,18.5
2023-12-18 03:42:42,598.53,18.5
2023-12-18 03:54:59,591.3,18.5
2023-12-18 04:07:14,593.84,18.51
2023-12-18 04:19:25,596.07,18.51
2023-12-18 04:43:52,591.15,18.48
2023-12-18 04:56:07,592.76,18.47
2023-12-18 05:20:38,583.76,18.51
2023-12-18 05:32:49,587.38,18.54
2023-12-18 05:45:02,593.38,18.55
2023-12-18 05:57:17,587.84,18.53
2023-12-18 06:09:37,592.3,18.5
2023-12-18 06:21:48,591.46,18.46
2023-12-18 06:33:59,593.15,18.45
2023-12-18 06:46:16,584.92,18.48
2023-12-18 06:58:26,579.76,18.48
2023-12-18 07:22:58,586.61,18.43
2023-12-18 07:35:09,589.0,18.42
2023-12-18 07:47:23,585.76,18.41
2023-12-18 07:59:37,582.07,18.4
2023-12-18 08:11:54,591.23,18.39
2023-12-18 08:24:05,677.15,18.31
2023-12-18 08:36:19,1253.38,18.64
2023-12-18 08:48:33,1698.23,18.66
2023-12-18 09:00:47,1922.53,18.97
2023-12-18 09:13:02,2444.53,19.14
2023-12-18 10:01:58,3971.61,19.13
2023-12-18 10:14:12,3868.3,18.95
2023-12-18 10:26:32,3988.0,18.92
2023-12-18 10:38:47,4246.76,19.0
2023-12-18 10:50:54,4489.07,19.04
2023-12-18 11:15:29,4934.0,19.19
2023-12-18 11:27:43,5000.0,19.22
2023-12-18 11:39:51,5000.0,19.3
2023-12-18 11:52:05,5000.0,19.28
2023-12-18 12:04:19,4736.53,19.2
2023-12-18 12:16:33,3896.0,18.97
2023-12-18 12:28:53,3418.46,18.82
2023-12-18 12:41:01,3060.07,18.71
2023-12-18 12:53:18,2755.46,18.65
2023-12-18 13:05:29,2481.61,18.59
2023-12-18 13:17:43,2214.61,18.51
2023-12-18 13:30:00,1984.76,18.45
2023-12-18 13:42:12,1844.69,18.44
2023-12-18 13:54:26,1808.53,18.51
2023-12-18 14:06:46,1789.76,18.55
2023-12-18 14:18:54,1758.92,18.55
2023-12-18 14:31:11,1738.92,18.53
2023-12-18 14:43:22,1719.0,18.52
2023-12-18 14:55:39,1693.46,18.5
2023-12-18 15:07:50,1667.92,18.51
2023-12-18 15:20:07,1650.61,18.51
2023-12-18 15:32:21,1634.61,18.5
2023-12-18 15:44:35,1614.3,18.47
2023-12-18 15:56:45,1589.07,18.46
2023-12-18 16:09:06,1570.61,18.46
2023-12-18 16:21:14,1558.61,18.47
2023-12-18 16:33:28,1531.0,18.45
2023-12-18 16:45:45,1511.23,18.45
2023-12-18 16:57:56,1497.53,18.42
2023-12-18 17:10:10,1472.76,18.42
2023-12-18 17:22:27,1456.76,18.42
2023-12-18 17:46:52,1415.53,18.4
2023-12-18 17:59:09,1386.46,18.39
2023-12-18 18:11:20,1380.53,18.39
2023-12-18 18:23:40,1361.0,18.4
2023-12-18 18:35:48,1352.92,18.38
2023-12-18 18:48:05,1333.76,18.4
2023-12-18 19:00:16,1321.61,18.41
2023-12-18 19:12:33,1315.15,18.4
2023-12-18 19:24:47,1295.53,18.38
2023-12-18 19:37:02,1277.38,18.37
2023-12-18 19:49:16,1264.07,18.38
2023-12-18 20:01:27,1244.23,18.38
2023-12-18 20:25:57,1216.07,18.34
2023-12-18 20:38:11,1205.61,18.33
2023-12-18 20:50:22,1187.53,18.32
2023-12-18 21:02:37,1161.38,18.33
2023-12-18 21:14:51,1165.69,18.32
2023-12-18 21:27:05,1143.61,18.31
2023-12-18 21:39:19,1142.07,18.32
2023-12-18 21:51:39,1130.07,18.3
2023-12-18 22:03:47,1109.84,18.31
2023-12-18 22:16:01,1109.15,18.32
2023-12-18 22:28:15,1086.38,18.31
2023-12-18 22:40:32,1075.53,18.3
2023-12-18 22:52:43,1065.84,18.29
2023-12-18 23:04:57,1058.69,18.31
2023-12-18 23:17:10,1049.38,18.33
2023-12-18 23:29:28,1030.46,18.36
2023-12-18 23:41:39,1028.61,18.35
2023-12-18 23:53:53,1021.46,18.35
2023-12-19 00:06:07,1014.23,18.36
2023-12-19 00:18:21,1000.84,18.37
2023-12-19 00:30:35,988.07,18.35
2023-12-19 00:42:49,988.07,18.33
2023-12-19 00:55:03,973.61,18.34
2023-12-19 01:07:17,967.07,18.33
2023-12-19 01:19:31,960.84,18.33
2023-12-19 01:31:48,939.07,18.34
2023-12-19 01:44:02,943.53,18.36
2023-12-19 01:56:13,940.0,18.32
2023-12-19 02:08:27,934.3,18.32
2023-12-19 02:20:41,927.46,18.32
2023-12-19 02:32:55,925.15,18.34
2023-12-19 02:57:23,908.53,18.32
2023-12-19 03:09:37,906.15,18.32
2023-12-19 03:21:51,896.3,18.3
2023-12-19 03:34:05,896.69,18.32
2023-12-19 03:46:22,883.76,18.31
2023-12-19 04:10:47,876.46,18.3
2023-12-19 04:23:04,866.3,18.3
2023-12-19 04:35:15,860.69,18.29
2023-12-19 04:59:43,852.92,18.29
2023-12-19 05:11:57,848.23,18.31
2023-12-19 05:24:11,845.3,18.32
2023-12-19 05:36:25,840.3,18.34
2023-12-19 05:48:45,834.23,18.33
2023-12-19 06:00:53,826.3,18.31
2023-12-19 06:13:07,821.0,18.28
2023-12-19 06:25:21,820.3,18.26
2023-12-19 06:37:38,810.53,18.25
2023-12-19 06:49:49,806.15,18.25
2023-12-19 07:02:06,806.92,18.28
2023-12-19 07:14:17,802.53,18.26
2023-12-19 07:26:34,798.07,18.24
2023-12-19 07:38:45,786.23,18.22
2023-12-19 07:50:59,781.38,18.22
2023-12-19 08:03:17,784.3,18.22
2023-12-19 08:15:28,795.84,18.22
2023-12-19 08:27:42,947.76,18.32
2023-12-19 08:52:13,1695.15,18.53
2023-12-19 09:04:27,2057.53,18.81
2023-12-19 09:53:20,3244.76,18.89
2023-12-19 10:05:34,3227.92,18.77
2023-12-19 10:17:55,3199.84,18.66
2023-12-19 10:30:06,3416.61,18.72
2023-12-19 10:42:17,3713.0,18.79
2023-12-19 10:54:30,3664.0,18.59
2023-12-19 11:06:51,3128.0,18.72
2023-12-19 11:19:02,3380.23,18.8
2023-12-19 11:31:13,3697.84,18.89
2023-12-19 11:43:30,3331.07,18.61
2023-12-19 11:55:41,1455.07,17.95
2023-12-19 12:07:55,1063.53,17.63
2023-12-19 12:32:24,983.23,18.21
2023-12-19 12:44:41,975.84,18.33
2023-12-19 12:56:55,1161.53,18.37
2023-12-19 13:09:06,1683.84,18.74
2023-12-19 13:21:20,2059.92,18.94
2023-12-19 13:33:34,2476.92,19.04
2023-12-19 13:45:51,2567.07,18.92
2023-12-19 13:58:05,2458.61,18.86
2023-12-19 14:22:30,2167.69,18.65
2023-12-19 14:34:44,2046.92,18.6
2023-12-19 14:46:58,1979.07,18.62
2023-12-19 15:11:32,1916.53,18.62
2023-12-19 15:23:44,1889.15,18.58
2023-12-19 15:48:12,1838.0,18.51
2023-12-19 16:00:23,1808.0,18.49
2023-12-19 16:12:40,1796.76,18.49
2023-12-19 16:24:51,1753.84,18.48
2023-12-19 16:37:05,1729.84,18.48
2023-12-19 17:01:33,1689.92,18.42
2023-12-19 17:13:47,1682.84,18.42
2023-12-19 17:26:01,1654.92,18.42
2023-12-19 17:38:15,1638.3,18.43
2023-12-19 17:50:29,1616.3,18.42
2023-12-19 18:15:00,1580.3,18.41
2023-12-19 18:51:39,1506.84,18.39
2023-12-19 19:03:53,1494.0,18.4
2023-12-19 19:16:10,1483.3,18.38
2023-12-19 19:28:24,1457.3,18.36
2023-12-19 19:40:41,1437.69,18.35
2023-12-19 19:52:56,1433.23,18.35
2023-12-19 20:17:17,1405.61,18.36
2023-12-19 20:29:34,1405.3,18.37
2023-12-19 20:41:45,1384.61,18.36
2023-12-19 20:53:59,1372.23,18.36
2023-12-19 21:06:16,1373.0,18.36
2023-12-19 21:18:27,1372.15,18.37
2023-12-19 21:30:45,1355.46,18.36
2023-12-19 21:42:55,1337.0,18.35
2023-12-19 21:55:09,1340.0,18.36
2023-12-19 22:07:30,1342.3,18.36
2023-12-19 22:31:51,1315.46,18.34
2023-12-19 22:44:05,1308.53,18.32
2023-12-19 22:56:22,1302.76,18.33
2023-12-19 23:08:34,1290.61,18.35
2023-12-19 23:20:48,1284.69,18.38
2023-12-19 23:33:01,1280.15,18.38
2023-12-19 23:45:15,1269.15,18.39
2023-12-19 23:57:29,1261.15,18.39
2023-12-20 00:09:44,1250.0,18.38
2023-12-20 00:21:58,1244.15,18.37
2023-12-20 00:34:15,1239.69,18.38
2023-12-20 00:46:26,1237.0,18.39
2023-12-20 00:58:43,1225.07,18.37
2023-12-20 01:10:57,1212.0,18.37
2023-12-20 01:23:11,1203.84,18.38
2023-12-20 01:35:22,1192.38,18.38
2023-12-20 01:47:42,1189.15,18.4
2023-12-20 01:59:53,1179.61,18.39
2023-12-20 02:12:07,1180.76,18.38
2023-12-20 02:24:18,1161.61,18.38
2023-12-20 02:36:35,1150.0,18.4
2023-12-20 02:48:46,1147.23,18.4
2023-12-20 03:01:00,1132.76,18.41
2023-12-20 03:13:17,1121.07,18.4
2023-12-20 03:25:28,1122.3,18.4
2023-12-20 03:37:42,1114.3,18.38
2023-12-20 03:49:59,1105.69,18.37
2023-12-20 04:02:10,1101.38,18.37
2023-12-20 04:14:25,1093.84,18.37
2023-12-20 04:26:42,1085.3,18.35
2023-12-20 04:38:52,1076.61,18.37
2023-12-20 04:51:06,1057.92,18.36
2023-12-20 05:03:21,1051.38,18.37
2023-12-20 05:15:34,1044.53,18.38
2023-12-20 05:27:49,1031.0,18.4
2023-12-20 05:40:06,1030.38,18.42
2023-12-20 05:52:17,1026.07,18.42
2023-12-20 06:04:34,1007.07,18.4
2023-12-20 06:16:45,992.84,18.37
2023-12-20 06:28:59,989.92,18.35
2023-12-20 06:41:13,979.3,18.35
2023-12-20 06:53:27,972.3,18.35
2023-12-20 07:05:44,971.15,18.36
2023-12-20 07:17:55,960.07,18.35
2023-12-20 07:30:08,958.3,18.34
2023-12-20 07:42:23,950.07,18.32
2023-12-20 07:54:37,947.76,18.34
2023-12-20 08:06:50,936.61,18.33
2023-12-20 08:19:08,948.38,18.33
2023-12-20 08:31:22,1203.53,18.42
2023-12-20 08:43:37,1535.92,18.57
2023-12-20 08:55:51,1844.69,18.69
2023-12-20 09:08:01,2155.84,18.8
2023-12-20 09:56:58,3281.76,18.88
2023-12-20 10:09:12,3246.23,18.74
2023-12-20 10:21:29,3173.53,18.6
2023-12-20 10:33:40,3121.07,18.53
2023-12-20 10:45:57,3147.92,18.49
2023-12-20 10:58:08,3488.46,18.68
2023-12-20 11:10:22,3508.3,18.66
2023-12-20 11:22:36,3819.53,18.73
2023-12-20 11:47:10,2196.61,18.29
2023-12-20 11:59:18,1313.23,18.07
2023-12-20 12:11:32,1313.3,18.19
2023-12-20 12:23:50,1696.69,18.57
2023-12-20 12:36:01,2085.15,18.82
2023-12-20 12:48:17,2478.76,18.93
2023-12-20 13:00:29,2485.0,18.86
2023-12-20 13:12:43,2396.69,18.75
2023-12-20 13:24:57,2287.38,18.65
2023-12-20 13:37:17,2207.23,18.56
2023-12-20 13:49:28,2118.38,18.48
2023-12-20 14:01:39,2038.76,18.42
2023-12-20 14:13:53,1999.23,18.36
2023-12-20 14:26:10,1954.0,18.31
2023-12-20 14:38:24,1936.61,18.25
2023-12-20 14:50:38,1908.15,18.2
2023-12-20 15:02:53,1873.76,18.17
2023-12-20 15:15:10,1844.07,18.14
2023-12-20 15:27:17,1835.92,18.12
2023-12-20 15:39:34,1810.76,18.08
2023-12-20 15:51:46,1785.84,18.05
2023-12-20 16:16:14,1755.15,18.0
2023-12-20 16:28:31,1728.69,17.97
2023-12-20 16:40:42,1700.53,17.93
2023-12-20 16:52:56,1677.69,17.88
2023-12-20 17:05:16,1675.46,17.86
2023-12-20 17:17:24,1685.69,17.83
2023-12-20 17:41:52,1637.15,17.79
2023-12-20 17:54:06,1621.15,17.78
2023-12-20 18:06:23,1600.92,17.77
2023-12-20 18:18:34,1581.84,17.76
2023-12-20 18:30:51,1569.38,17.75
2023-12-20 18:43:05,1557.69,17.7
2023-12-20 18:55:16,1535.92,17.68
2023-12-20 19:07:36,1512.69,17.67
2023-12-20 19:19:44,1494.15,17.64
2023-12-20 19:31:58,1471.69,17.62
2023-12-20 19:44:15,1462.38,17.61
2023-12-20 19:56:26,1442.46,17.59
2023-12-20 20:08:40,1434.3,17.56
2023-12-20 20:20:58,1400.46,17.55
2023-12-20 20:33:11,1392.84,17.54
2023-12-20 20:45:22,1376.0,17.51
2023-12-20 20:57:36,1363.76,17.48
2023-12-20 21:09:54,1346.07,17.5
2023-12-20 21:22:05,1318.53,17.47
2023-12-20 21:34:18,1311.38,17.45
2023-12-20 21:46:32,1297.46,17.43
2023-12-20 21:58:46,1285.0,17.41
2023-12-20 22:11:01,1262.0,17.39
2023-12-20 22:23:15,1247.92,17.37
2023-12-20 22:35:28,1226.53,17.35
2023-12-20 22:47:43,1214.23,17.33
2023-12-20 22:59:57,1205.07,17.3
2023-12-20 23:12:14,1189.69,17.3
2023-12-20 23:24:25,1170.3,17.3
2023-12-20 23:36:39,1159.84,17.28
2023-12-20 23:48:56,1149.46,17.27
2023-12-21 00:01:06,1137.38,17.27
2023-12-21 00:13:21,1122.38,17.23
2023-12-21 00:25:38,1106.69,17.22
2023-12-21 00:37:49,1098.0,17.21
2023-12-21 00:50:03,1088.07,17.18
2023-12-21 01:02:20,1071.0,17.16
2023-12-21 01:14:31,1066.38,17.16
2023-12-21 01:26:45,1046.61,17.15
2023-12-21 01:38:58,1045.69,17.12
2023-12-21 01:51:13,1031.69,17.09
2023-12-21 02:03:27,1020.3,16.96
2023-12-21 02:15:44,1004.84,17.07
2023-12-21 02:27:55,1002.46,17.07
2023-12-21 02:40:09,992.46,17.06
2023-12-21 02:52:29,986.23,17.04
2023-12-21 03:04:40,976.46,17.01
2023-12-21 03:16:51,967.76,17.01
2023-12-21 03:29:05,966.38,17.01
2023-12-21 03:41:22,961.07,16.98
2023-12-21 03:53:33,946.15,16.98
2023-12-21 04:05:47,933.61,16.96
2023-12-21 04:18:01,932.3,16.95
2023-12-21 04:30:15,928.84,16.93
2023-12-21 04:42:29,922.76,16.92
2023-12-21 04:54:46,916.23,16.91
2023-12-21 05:06:57,906.38,16.9
2023-12-21 05:19:11,903.61,16.89
2023-12-21 05:31:25,897.15,16.88
2023-12-21 05:43:39,884.46,16.86
2023-12-21 05:55:53,884.61,16.84
2023-12-21 06:08:07,874.53,16.82
2023-12-21 06:20:21,867.76,16.82
2023-12-21 06:32:38,859.15,16.8
2023-12-21 06:44:49,852.92,16.8
2023-12-21 06:57:03,849.07,16.81
2023-12-21 07:09:17,834.53,16.8
2023-12-21 07:21:31,835.53,16.79
2023-12-21 07:33:45,834.46,16.79
2023-12-21 07:46:03,825.15,16.78
2023-12-21 07:58:14,816.61,16.77
2023-12-21 08:10:31,812.38,16.76
2023-12-21 08:22:45,805.3,16.63
2023-12-21 08:34:58,799.61,16.72
2023-12-21 08:47:13,791.92,16.7
2023-12-21 08:59:24,792.38,16.69
2023-12-21 09:11:38,783.92,16.68
2023-12-21 09:36:06,778.61,16.64
2023-12-21 09:48:20,765.53,16.62
2023-12-21 10:00:34,763.3,16.62
2023-12-21 10:12:48,750.53,16.61
2023-12-21 10:25:08,749.0,16.61
2023-12-21 10:37:19,743.3,16.6
2023-12-21 10:49:33,741.69,16.58
2023-12-21 11:01:47,742.46,16.58
2023-12-21 11:14:00,735.46,16.55
2023-12-21 11:26:12,735.0,16.56
2023-12-21 11:38:26,718.38,16.55
2023-12-21 11:50:43,726.53,16.54
2023-12-21 12:02:57,717.84,16.55
2023-12-21 12:15:11,711.0,16.53
2023-12-21 12:27:22,711.69,16.52
2023-12-21 12:39:36,700.76,16.52
2023-12-21 12:51:50,702.92,16.51
2023-12-21 13:04:04,703.61,16.51
2023-12-21 13:28:38,694.0,16.74
2023-12-21 13:40:46,685.61,16.88
2023-12-21 14:05:14,688.15,17.13
2023-12-21 14:17:31,685.3,17.22
2023-12-21 14:54:13,684.23,17.52
2023-12-21 15:06:30,678.84,17.58
2023-12-21 15:18:38,676.07,17.63
2023-12-21 15:30:58,668.46,17.65
2023-12-21 15:43:06,669.53,17.65
2023-12-21 15:55:26,666.53,17.64
2023-12-21 16:07:34,665.92,17.65
2023-12-21 16:19:54,663.92,17.64
