datetime,temperature,electric conductivity,pH
2023-12-03 15:50:53,18.56,1224.97,7.35
2023-12-03 16:36:28,18.59,1225.89,7.34
2023-12-03 16:51:40,18.6,1225.89,7.35
2023-12-03 17:06:51,18.61,1224.97,7.35
2023-12-03 17:22:03,18.61,1225.89,7.35
2023-12-03 17:37:15,18.61,1225.89,7.35
2023-12-03 19:38:48,18.64,1226.95,7.36
2023-12-03 20:09:12,18.63,1225.89,7.37
2023-12-03 20:54:46,18.61,1225.89,7.37
2023-12-03 21:25:10,18.6,1225.89,7.37
2023-12-03 22:10:45,18.59,1225.89,7.38
2023-12-03 22:25:59,18.58,1225.89,7.38
2023-12-03 22:56:23,18.57,1224.97,7.38
2023-12-03 23:11:32,18.56,1224.97,7.38
2023-12-03 23:57:07,18.55,1224.97,7.38
2023-12-04 00:12:21,18.54,1224.97,7.39
2023-12-04 00:42:47,18.53,1226.95,7.38
2023-12-04 01:13:11,18.52,1226.95,7.39
2023-12-04 01:28:20,18.52,1225.89,7.39
2023-12-04 01:58:43,18.51,1225.89,7.39
2023-12-04 02:13:51,18.51,1225.89,7.39
2023-12-04 03:29:50,18.49,1225.89,7.39
2023-12-04 03:45:08,18.48,1225.89,7.39
2023-12-04 04:00:20,18.48,1225.89,7.39
2023-12-04 04:45:55,18.46,1225.89,7.4
2023-12-04 05:16:12,18.45,1225.89,7.4
2023-12-04 05:46:38,18.44,1225.89,7.4
2023-12-04 06:17:05,18.44,1225.89,7.4
2023-12-04 06:32:11,18.45,1225.89,7.4
2023-12-04 08:48:56,18.44,1218.87,7.36
2023-12-04 09:19:19,18.48,1227.87,7.27
2023-12-04 09:34:34,18.5,1227.87,7.23
2023-12-04 09:49:42,18.66,1228.94,7.19
2023-12-04 10:04:54,18.67,1228.94,7.16
2023-12-04 10:20:05,18.68,1220.85,7.13
2023-12-04 10:35:24,18.69,1220.85,7.12
2023-12-04 10:50:29,18.71,1220.85,7.11
2023-12-04 11:05:40,18.72,1225.89,7.1
2023-12-04 11:51:16,18.74,1226.95,7.11
2023-12-04 12:06:33,18.74,1202.85,7.11
2023-12-04 12:21:39,18.75,1212.92,7.11
2023-12-04 12:36:51,18.75,1212.92,7.12
2023-12-04 12:52:02,18.75,1213.98,7.12
2023-12-04 13:22:26,18.74,1201.93,7.14
2023-12-04 13:37:37,19.13,1170.95,7.17
2023-12-04 14:31:32,19.0,1207.88,7.18
2023-12-04 14:46:47,19.0,1210.93,7.14
2023-12-04 15:01:55,18.99,1206.97,7.14
2023-12-04 15:17:08,18.99,1205.9,7.13
2023-12-04 15:32:19,18.99,1205.9,7.12
2023-12-04 15:47:31,18.98,1204.98,7.12
2023-12-04 16:02:45,18.98,1204.98,7.12
2023-12-04 16:17:54,18.97,1203.91,7.12
2023-12-04 16:33:06,18.96,1203.91,7.12
2023-12-04 17:03:29,18.94,1203.91,7.13
2023-12-04 17:18:44,18.94,1203.91,7.13
2023-12-04 17:33:53,18.92,1203.91,7.12
2023-12-04 17:49:10,18.92,1203.91,7.13
2023-12-04 18:04:16,18.91,1204.98,7.14
2023-12-04 18:34:39,18.89,1205.9,7.14
2023-12-04 19:35:26,18.86,1204.98,7.15
2023-12-04 20:05:49,18.84,1204.98,7.15
2023-12-04 20:21:01,18.83,1204.98,7.15
2023-12-04 20:36:13,18.82,1204.98,7.15
2023-12-04 20:51:24,18.82,1204.98,7.15
2023-12-04 21:06:36,18.8,1204.98,7.16
2023-12-04 21:37:03,18.78,1205.9,7.16
2023-12-04 21:52:14,18.78,1204.98,7.16
2023-12-04 22:07:23,18.77,1205.9,7.16
2023-12-04 22:22:34,18.77,1205.9,7.16
2023-12-04 22:37:46,18.76,1204.98,7.17
2023-12-04 22:53:01,18.75,1205.9,7.17
2023-12-04 23:08:10,18.74,1204.98,7.17
2023-12-04 23:23:21,18.73,1205.9,7.17
2023-12-04 23:38:39,18.73,1205.9,7.18
2023-12-04 23:53:45,18.73,1206.97,7.18
2023-12-05 00:08:56,18.72,1206.97,7.18
2023-12-05 00:24:08,18.71,1205.9,7.18
2023-12-05 00:39:23,18.71,1206.97,7.19
2023-12-05 00:54:31,18.71,1206.97,7.19
2023-12-05 01:09:43,18.7,1205.9,7.19
2023-12-05 01:55:18,18.7,1206.97,7.2
2023-12-05 02:10:33,18.69,1206.97,7.2
2023-12-05 02:25:45,18.69,1206.97,7.2
2023-12-05 02:40:59,18.69,1206.97,7.2
2023-12-05 02:56:07,18.69,1206.97,7.2
2023-12-05 03:11:17,18.68,1206.97,7.2
2023-12-05 03:26:28,18.69,1206.97,7.21
2023-12-05 03:41:40,18.68,1206.97,7.21
2023-12-05 03:56:51,18.68,1207.88,7.21
2023-12-05 04:12:03,18.68,1206.97,7.21
2023-12-05 04:27:15,18.68,1207.88,7.21
2023-12-05 04:42:27,18.68,1207.88,7.21
2023-12-05 04:57:38,18.67,1207.88,7.22
2023-12-05 05:12:50,18.67,1207.88,7.23
2023-12-05 05:28:08,18.67,1207.88,7.23
2023-12-05 05:43:13,18.67,1207.88,7.24
2023-12-05 05:58:25,18.66,1207.88,7.24
2023-12-05 06:13:37,18.67,1207.88,7.25
2023-12-05 06:44:06,18.68,1207.88,7.25
2023-12-05 06:59:11,18.67,1207.88,7.26
2023-12-05 07:14:23,18.67,1206.97,7.26
2023-12-05 07:29:38,18.67,1207.88,7.26
2023-12-05 07:44:47,18.67,1207.88,7.26
2023-12-05 08:15:10,18.66,1207.88,7.27
2023-12-05 08:30:25,18.66,1211.85,7.27
2023-12-05 08:45:33,18.67,1211.85,7.26
2023-12-05 09:00:45,18.67,1211.85,7.25
2023-12-05 09:16:00,18.69,1211.85,7.23
2023-12-05 09:31:09,18.71,1212.92,7.21
2023-12-05 09:46:20,18.73,1159.97,7.18
2023-12-05 10:16:43,18.77,1138.91,7.15
2023-12-05 10:31:58,18.79,1137.84,7.14
2023-12-05 10:47:07,18.82,1132.96,7.13
2023-12-05 11:02:22,18.96,1205.9,7.11
2023-12-05 11:17:36,18.97,1204.98,7.08
2023-12-05 11:48:00,18.99,1141.96,7.08
2023-12-05 12:03:08,18.99,1095.88,7.08
2023-12-05 12:18:17,19.01,1165.92,7.08
2023-12-05 12:33:28,19.01,1100.92,7.09
2023-12-05 12:48:40,19.02,1123.96,7.1
2023-12-05 13:03:52,19.03,1204.98,7.11
2023-12-05 13:19:07,19.04,1203.91,7.1
2023-12-05 13:34:15,19.06,1144.86,7.1
2023-12-05 13:49:27,19.08,1141.96,7.09
2023-12-05 14:04:42,19.1,1198.88,7.08
2023-12-05 14:19:54,19.12,1198.88,7.08
2023-12-05 14:35:02,19.14,1198.88,7.07
2023-12-05 14:50:14,19.16,1198.88,7.07
2023-12-05 15:05:25,19.18,1202.85,7.06
2023-12-05 15:20:37,19.19,1143.95,7.07
2023-12-05 15:35:48,19.2,1124.87,7.05
2023-12-05 15:51:01,19.22,1173.85,7.05
2023-12-05 16:06:12,19.23,1210.93,7.05
2023-12-05 16:21:24,19.24,1210.93,7.04
2023-12-05 16:36:42,19.25,1211.85,7.04
2023-12-05 16:51:50,19.26,1210.93,7.04
2023-12-05 17:06:59,19.27,1211.85,7.04
2023-12-05 17:22:13,19.27,1210.93,7.04
2023-12-05 17:37:22,19.28,1210.93,7.04
2023-12-05 17:52:34,19.29,1210.93,7.04
2023-12-05 18:07:49,19.29,1195.98,7.05
2023-12-05 18:23:00,19.29,1209.86,7.05
2023-12-05 18:38:09,19.3,1208.95,7.04
2023-12-05 18:53:21,19.3,1208.95,7.05
2023-12-05 19:08:32,19.3,1206.97,7.05
2023-12-05 19:23:50,19.3,1207.88,7.05
2023-12-05 19:38:56,19.3,1207.88,7.06
2023-12-05 19:54:13,19.29,1207.88,7.05
2023-12-05 20:09:25,19.29,1207.88,7.06
2023-12-05 20:24:37,19.29,1206.97,7.06
2023-12-05 20:39:42,19.28,1205.9,7.06
2023-12-05 20:54:54,19.28,1205.9,7.06
2023-12-05 21:10:06,19.27,1205.9,7.07
2023-12-05 21:25:18,19.26,1206.97,7.07
2023-12-05 21:40:29,19.25,1206.97,7.07
2023-12-05 21:55:41,19.24,1206.97,7.07
2023-12-05 22:10:55,19.24,1206.97,7.07
2023-12-05 22:26:04,19.23,1206.97,7.08
2023-12-05 23:11:39,19.19,1206.97,7.08
2023-12-05 23:26:51,19.18,1206.97,7.09
2023-12-05 23:57:14,19.18,1206.97,7.09
2023-12-06 00:12:29,19.18,1207.88,7.09
2023-12-06 00:27:38,19.17,1207.88,7.1
2023-12-06 00:58:01,19.15,1206.97,7.1
2023-12-06 01:13:12,19.14,1207.88,7.1
2023-12-06 01:28:24,19.13,1207.88,7.1
2023-12-06 01:43:36,19.12,1207.88,7.11
2023-12-06 01:58:54,19.12,1207.88,7.11
2023-12-06 02:13:59,19.11,1207.88,7.11
2023-12-06 02:29:11,19.1,1207.88,7.11
2023-12-06 02:44:23,19.09,1207.88,7.12
2023-12-06 02:59:34,19.09,1207.88,7.12
2023-12-06 03:14:46,19.08,1207.88,7.12
2023-12-06 03:29:57,19.07,1207.88,7.12
2023-12-06 03:45:10,19.07,1207.88,7.12
2023-12-06 04:00:21,19.06,1207.88,7.13
2023-12-06 04:15:32,19.05,1207.88,7.13
2023-12-06 04:30:45,19.05,1208.95,7.13
2023-12-06 04:45:56,19.04,1208.95,7.14
2023-12-06 05:01:08,19.03,1207.88,7.15
2023-12-06 05:16:19,19.02,1208.95,7.16
2023-12-06 05:31:31,19.01,1208.95,7.16
2023-12-06 06:01:55,18.99,1208.95,7.16
2023-12-06 06:17:06,18.98,1207.88,7.17
2023-12-06 06:32:18,18.98,1208.95,7.17
2023-12-06 06:47:32,18.97,1208.95,7.17
2023-12-06 07:02:41,18.97,1207.88,7.18
2023-12-06 07:17:56,18.96,1207.88,7.19
2023-12-06 07:33:08,18.96,1207.88,7.19
2023-12-06 07:48:16,18.95,1207.88,7.19
2023-12-06 08:03:28,18.94,1207.88,7.2
2023-12-06 08:18:40,18.93,1195.98,7.2
2023-12-06 08:49:06,18.93,1195.98,7.19
2023-12-06 10:05:08,18.97,1196.89,7.12
2023-12-06 10:35:25,19.0,1196.89,7.09
2023-12-06 10:50:36,19.01,1196.89,7.08
2023-12-06 11:21:03,19.03,1204.98,7.06
2023-12-06 11:36:12,19.03,1205.9,7.05
2023-12-06 11:51:26,19.04,1205.9,7.05
2023-12-06 12:06:35,19.04,1145.93,7.04
2023-12-06 12:21:47,19.04,1108.85,7.05
2023-12-06 12:36:58,19.04,1137.84,7.05
2023-12-06 12:52:10,19.04,1101.98,7.06
2023-12-06 13:07:22,19.05,1179.96,7.07
2023-12-06 13:22:40,19.05,1179.96,7.08
2023-12-06 13:37:45,19.08,1137.84,7.09
2023-12-06 13:52:57,19.1,1167.9,7.1
2023-12-06 14:08:11,19.11,1194.91,7.12
2023-12-06 14:23:23,19.12,1194.91,7.12
2023-12-06 14:38:32,19.13,1194.91,7.12
2023-12-06 14:53:47,19.13,1194.91,7.11
2023-12-06 15:08:55,19.14,1195.98,7.12
2023-12-06 15:24:07,19.15,1195.98,7.11
2023-12-06 15:39:19,19.14,1195.98,7.12
2023-12-06 16:09:41,19.14,1194.91,7.13
2023-12-06 16:24:57,19.14,1194.91,7.12
2023-12-06 16:40:05,19.14,1194.91,7.12
2023-12-06 16:55:23,19.14,1195.98,7.12
2023-12-06 17:10:28,19.14,1194.91,7.13
2023-12-06 17:25:43,19.14,1194.91,7.14
2023-12-06 17:40:52,19.14,1194.91,7.14
2023-12-06 17:56:04,19.14,1196.89,7.15
2023-12-06 18:11:15,19.14,1196.89,7.15
2023-12-06 18:41:39,19.14,1196.89,7.15
2023-12-06 18:56:50,19.14,1195.98,7.15
2023-12-06 19:12:02,19.14,1195.98,7.16
2023-12-06 19:27:14,19.13,1196.89,7.16
2023-12-06 19:42:25,19.13,1196.89,7.16
2023-12-06 19:57:37,19.13,1196.89,7.17
2023-12-06 20:12:52,19.13,1196.89,7.16
2023-12-06 20:28:06,19.12,1196.89,7.17
2023-12-06 20:43:12,19.12,1196.89,7.17
2023-12-06 20:58:24,19.11,1196.89,7.17
2023-12-06 21:13:35,19.11,1196.89,7.17
2023-12-06 21:28:47,19.1,1196.89,7.17
2023-12-06 21:44:02,19.1,1196.89,7.18
2023-12-06 21:59:14,19.1,1197.96,7.18
2023-12-06 22:14:22,19.09,1197.96,7.18
2023-12-06 22:29:37,19.09,1196.89,7.18
2023-12-06 22:59:57,19.08,1197.96,7.19
2023-12-06 23:15:15,19.07,1197.96,7.19
2023-12-06 23:30:21,19.07,1197.96,7.19
2023-12-06 23:45:32,19.06,1197.96,7.19
2023-12-07 00:00:44,19.06,1197.96,7.2
2023-12-07 00:15:56,19.06,1197.96,7.2
2023-12-07 00:31:11,19.05,1197.96,7.2
2023-12-07 00:46:19,19.04,1196.89,7.2
2023-12-07 01:01:31,19.04,1196.89,7.21
2023-12-07 01:16:42,19.04,1196.89,7.21
2023-12-07 01:31:54,19.04,1196.89,7.21
2023-12-07 01:47:06,19.03,1196.89,7.21
2023-12-07 02:02:18,19.03,1196.89,7.21
2023-12-07 02:17:29,19.02,1196.89,7.22
2023-12-07 02:32:41,19.02,1196.89,7.21
2023-12-07 02:47:55,19.01,1197.96,7.22
2023-12-07 03:18:16,19.01,1196.89,7.22
2023-12-07 03:33:31,19.0,1196.89,7.23
2023-12-07 03:48:39,19.0,1196.89,7.23
2023-12-07 04:03:54,18.99,1196.89,7.23
2023-12-07 04:19:03,18.99,1196.89,7.23
2023-12-07 04:34:14,18.99,1196.89,7.23
2023-12-07 04:49:26,18.98,1197.96,7.24
2023-12-07 05:04:38,18.98,1197.96,7.25
2023-12-07 05:19:49,18.98,1197.96,7.25
2023-12-07 05:35:01,18.98,1197.96,7.25
2023-12-07 05:50:16,18.98,1196.89,7.25
2023-12-07 06:05:24,18.97,1196.89,7.26
2023-12-07 06:20:36,18.97,1197.96,7.26
2023-12-07 06:35:47,18.97,1197.96,7.26
2023-12-07 06:50:59,18.97,1197.96,7.26
2023-12-07 07:06:14,18.96,1198.88,7.27
2023-12-07 07:21:26,18.97,1198.88,7.27
2023-12-07 07:36:34,18.96,1197.96,7.27
2023-12-07 07:51:46,18.96,1198.88,7.27
2023-12-07 08:07:04,18.96,1198.88,7.27
2023-12-07 08:22:09,18.96,1193.84,7.27
2023-12-07 08:37:24,18.96,1193.84,7.27
2023-12-07 08:52:33,18.95,1195.98,7.27
2023-12-07 09:22:56,18.93,1200.86,7.28
2023-12-07 09:38:07,18.93,1200.86,7.27
2023-12-07 09:53:23,18.93,1189.88,7.27
2023-12-07 10:08:37,18.94,1098.93,7.26
2023-12-07 10:23:46,18.93,1127.92,7.25
2023-12-07 10:38:57,18.94,1141.96,7.24
2023-12-07 10:54:12,18.95,1175.99,7.22
2023-12-07 11:09:18,18.97,1154.93,7.19
2023-12-07 11:24:36,18.99,1142.88,7.17
2023-12-07 11:39:41,19.01,1140.89,7.15
2023-12-07 12:10:04,19.05,1139.98,7.12
2023-12-07 12:25:19,19.07,1142.88,7.11
2023-12-07 12:40:28,19.09,1142.88,7.1
2023-12-07 12:55:43,19.11,1194.91,7.09
2023-12-07 13:10:57,19.14,1202.85,7.07
2023-12-07 13:26:09,19.15,1200.86,7.06
2023-12-07 13:41:15,19.18,1186.98,7.04
2023-12-07 13:56:30,19.2,1197.96,7.03
2023-12-07 14:11:38,19.22,1198.88,7.02
2023-12-07 14:26:56,19.25,1199.95,7.01
2023-12-07 14:57:13,19.29,1199.95,6.98
2023-12-07 15:12:25,19.49,1199.95,6.97
2023-12-07 15:27:40,19.48,1199.95,6.97
2023-12-07 15:42:48,19.47,1199.95,6.96
2023-12-07 15:58:00,19.47,1202.85,6.96
2023-12-07 16:13:14,19.47,1202.85,6.96
2023-12-07 16:28:23,19.47,1202.85,6.95
2023-12-07 16:43:35,19.47,1202.85,6.95
2023-12-07 16:58:53,19.47,1203.91,6.95
2023-12-07 17:13:58,19.48,1203.91,6.95
2023-12-07 17:29:16,19.48,1203.91,6.95
2023-12-07 17:44:28,19.49,1203.91,6.95
2023-12-07 17:59:33,19.5,1205.9,6.96
2023-12-07 18:14:45,19.5,1205.9,6.96
2023-12-07 18:29:57,19.5,1205.9,6.96
2023-12-07 18:45:08,19.5,1205.9,6.96
2023-12-07 19:00:20,19.5,1205.9,6.96
2023-12-07 19:15:32,19.5,1205.9,6.97
2023-12-07 19:30:43,19.49,1205.9,6.97
2023-12-07 19:45:55,19.49,1205.9,6.97
2023-12-07 20:01:10,19.48,1204.98,6.97
2023-12-07 20:16:18,19.48,1204.98,6.98
2023-12-07 20:31:30,19.47,1204.98,6.98
2023-12-07 20:46:42,19.46,1204.98,6.98
2023-12-07 21:01:53,19.46,1204.98,6.98
2023-12-07 21:17:05,19.45,1204.98,6.99
2023-12-07 21:32:17,19.44,1204.98,6.99
2023-12-07 21:47:32,19.43,1204.98,7.0
2023-12-07 22:17:58,19.41,1204.98,7.0
2023-12-07 22:33:07,19.41,1204.98,7.01
2023-12-07 22:48:15,19.39,1204.98,7.01
2023-12-07 23:33:50,19.35,1203.91,7.02
2023-12-07 23:49:02,19.34,1203.91,7.03
2023-12-08 00:19:32,19.32,1204.98,7.03
2023-12-08 00:34:37,19.31,1204.98,7.04
2023-12-08 00:49:52,19.3,1203.91,7.04
2023-12-08 01:05:03,19.29,1203.91,7.05
2023-12-08 01:35:30,19.26,1203.91,7.06
2023-12-08 01:50:35,19.26,1203.91,7.06
2023-12-08 02:05:47,19.25,1203.91,7.06
2023-12-08 02:21:05,19.24,1203.91,7.07
2023-12-08 02:36:10,19.23,1203.91,7.07
2023-12-08 02:51:25,19.21,1203.91,7.08
2023-12-08 03:06:37,19.2,1203.91,7.08
2023-12-08 04:37:50,19.15,1203.91,7.1
2023-12-08 05:08:14,19.12,1203.91,7.12
2023-12-08 05:53:45,19.09,1203.91,7.14
2023-12-08 06:08:57,19.09,1202.85,7.14
2023-12-08 06:24:06,19.08,1203.91,7.15
2023-12-08 06:54:29,19.06,1203.91,7.15
2023-12-08 07:09:41,19.06,1202.85,7.17
2023-12-08 07:24:52,19.05,1203.91,7.18
2023-12-08 07:40:04,19.04,1203.91,7.18
2023-12-08 07:55:19,19.03,1203.91,7.18
2023-12-08 08:25:39,19.02,1147.91,7.18
2023-12-08 08:40:50,19.02,1143.95,7.18
2023-12-08 08:56:03,19.02,1165.92,7.17
2023-12-08 09:11:14,19.03,1136.93,7.15
2023-12-08 09:26:29,19.04,1122.89,7.12
2023-12-08 09:41:38,19.05,979.91,7.11
2023-12-08 09:56:52,19.07,980.98,7.09
2023-12-08 10:12:01,19.09,991.97,7.08
2023-12-08 10:27:15,19.11,982.97,7.08
2023-12-08 10:42:24,19.13,998.99,7.07
2023-12-08 10:57:39,19.15,1207.88,7.05
2023-12-08 11:12:48,19.18,1198.88,7.03
2023-12-08 11:28:06,19.21,1184.99,7.05
2023-12-08 11:43:11,19.38,1176.91,7.04
2023-12-08 11:58:22,19.37,1090.85,7.03
2023-12-08 12:13:34,19.37,1132.96,7.03
2023-12-08 12:28:46,19.38,1162.87,7.02
2023-12-08 12:43:57,19.39,1148.98,7.01
2023-12-08 12:59:16,19.41,1194.91,7.0
2023-12-08 13:14:21,19.43,1184.99,6.98
2023-12-08 13:29:36,19.45,1136.93,6.96
2023-12-08 13:44:44,19.48,1123.96,6.95
2023-12-08 13:59:56,19.62,1192.93,6.93
2023-12-08 14:15:08,19.62,1192.93,6.92
2023-12-08 14:30:19,19.63,1192.93,6.92
2023-12-08 14:45:37,19.64,1192.93,6.9
2023-12-08 15:00:43,19.65,1197.96,6.9
2023-12-08 15:15:57,19.66,1198.88,6.9
2023-12-08 15:31:12,19.67,1198.88,6.89
2023-12-08 15:46:21,19.68,1198.88,6.88
2023-12-08 16:01:33,19.69,1200.86,6.89
2023-12-08 16:16:41,19.7,1201.93,6.89
2023-12-08 16:31:53,19.71,1200.86,6.88
2023-12-08 16:47:05,19.71,1201.93,6.88
2023-12-08 17:02:22,19.72,1203.91,6.89
2023-12-08 17:17:28,19.72,1203.91,6.89
2023-12-08 17:32:40,19.73,1204.98,6.89
2023-12-08 17:47:51,19.72,1203.91,6.89
2023-12-08 18:03:03,19.72,1204.98,6.9
2023-12-08 18:18:14,19.73,1204.98,6.9
2023-12-08 18:33:26,19.73,1205.9,6.91
2023-12-08 18:48:44,19.73,1205.9,6.91
2023-12-08 19:03:50,19.73,1205.9,6.91
2023-12-08 19:19:04,19.72,1205.9,6.91
2023-12-08 19:34:16,19.72,1205.9,6.91
2023-12-08 19:49:28,19.72,1205.9,6.92
2023-12-08 20:04:37,19.72,1205.9,6.92
2023-12-08 20:19:48,19.72,1205.9,6.92
2023-12-08 20:35:00,19.72,1205.9,6.93
2023-12-08 20:50:12,19.72,1205.9,6.93
2023-12-08 21:05:23,19.72,1205.9,6.94
2023-12-08 21:20:38,19.71,1205.9,6.94
2023-12-08 21:35:47,19.7,1205.9,6.94
2023-12-08 21:50:58,19.7,1205.9,6.94
2023-12-08 22:06:09,19.69,1205.9,6.95
2023-12-08 22:21:22,19.68,1205.9,6.95
2023-12-08 22:36:33,19.67,1205.9,6.96
2023-12-08 22:51:45,19.67,1205.9,6.96
2023-12-08 23:06:57,19.67,1205.9,6.96
2023-12-08 23:37:20,19.66,1205.9,6.97
2023-12-08 23:52:31,19.66,1205.9,6.97
2023-12-09 00:07:43,19.66,1205.9,6.98
2023-12-09 00:22:58,19.65,1205.9,6.98
2023-12-09 00:38:10,19.64,1205.9,6.98
2023-12-09 00:53:18,19.64,1205.9,6.99
2023-12-09 01:08:30,19.63,1205.9,6.99
2023-12-09 01:23:42,19.62,1205.9,6.99
2023-12-09 01:38:53,19.62,1205.9,7.0
2023-12-09 01:54:11,19.61,1205.9,7.01
2023-12-09 02:09:17,19.61,1205.9,7.01
2023-12-09 02:24:29,19.61,1205.9,7.01
2023-12-09 02:39:40,19.61,1205.9,7.02
2023-12-09 02:54:52,19.6,1205.9,7.02
2023-12-09 03:10:04,19.58,1204.98,7.02
2023-12-09 03:25:15,19.58,1204.98,7.03
2023-12-09 03:40:33,19.58,1204.98,7.04
2023-12-09 03:55:42,19.57,1204.98,7.04
2023-12-09 04:10:50,19.57,1205.9,7.04
2023-12-09 04:26:02,19.56,1204.98,7.04
2023-12-09 04:41:16,19.56,1204.98,7.05
2023-12-09 04:56:31,19.55,1204.98,7.05
2023-12-09 05:11:37,19.54,1204.98,7.08
2023-12-09 05:26:48,19.53,1204.98,7.08
2023-12-09 05:42:00,19.53,1205.9,7.08
2023-12-09 05:57:12,19.52,1205.9,7.08
2023-12-09 06:12:24,19.52,1204.98,7.09
2023-12-09 06:27:42,19.51,1205.9,7.09
2023-12-09 06:42:47,19.51,1205.9,7.09
2023-12-09 07:13:10,19.5,1205.9,7.12
2023-12-09 07:28:22,19.49,1205.9,7.12
2023-12-09 07:43:40,19.48,1205.9,7.13
2023-12-09 07:58:49,19.47,1205.9,7.13
2023-12-09 08:13:57,19.47,1205.9,7.13
2023-12-09 08:29:12,19.46,1205.9,7.13
2023-12-09 08:44:21,19.45,1205.9,7.14
2023-12-09 08:59:32,19.44,1205.9,7.15
2023-12-09 09:14:44,19.43,1205.9,7.16
2023-12-09 09:29:56,19.42,1205.9,7.16
2023-12-09 09:45:07,19.41,1205.9,7.16
2023-12-09 10:00:19,19.4,1205.9,7.16
2023-12-09 10:15:31,19.39,1205.9,7.16
2023-12-09 10:30:42,19.39,1205.9,7.16
2023-12-09 10:45:54,19.39,1205.9,7.16
2023-12-09 11:01:12,19.38,1207.88,7.18
2023-12-09 11:16:17,19.37,1207.88,7.18
2023-12-09 11:31:29,19.36,1207.88,7.18
2023-12-09 11:46:47,19.36,1207.88,7.18
2023-12-09 12:01:52,19.35,1207.88,7.19
2023-12-09 12:17:04,19.35,1207.88,7.19
2023-12-09 12:32:15,19.35,1207.88,7.2
2023-12-09 12:47:30,19.35,1207.88,7.2
2023-12-09 13:02:42,19.35,1207.88,7.22
2023-12-09 13:17:51,19.35,1208.95,7.22
2023-12-09 13:33:02,19.35,1208.95,7.22
2023-12-09 13:48:14,19.35,1208.95,7.22
2023-12-09 14:03:29,19.35,1208.95,7.23
2023-12-09 14:18:41,19.35,1208.95,7.23
2023-12-09 14:33:49,19.35,1208.95,7.23
2023-12-09 14:49:00,19.36,1208.95,7.23
2023-12-09 15:04:13,19.36,1208.95,7.24
2023-12-09 15:19:24,19.36,1209.86,7.23
2023-12-09 15:34:36,19.36,1209.86,7.23
2023-12-09 15:49:48,19.37,1209.86,7.23
2023-12-09 16:20:11,19.36,1209.86,7.24
2023-12-09 16:35:29,19.36,1209.86,7.24
2023-12-09 16:50:34,19.36,1209.86,7.24
2023-12-09 17:05:52,19.35,1209.86,7.25
2023-12-09 17:20:58,19.35,1209.86,7.25
2023-12-09 17:51:21,19.35,1209.86,7.25
2023-12-09 18:06:36,19.34,1209.86,7.27
2023-12-09 18:21:44,19.34,1209.86,7.27
2023-12-09 18:36:59,19.34,1209.86,7.27
2023-12-09 18:52:08,19.34,1209.86,7.27
2023-12-09 19:07:26,19.33,1209.86,7.28
2023-12-09 20:08:06,19.32,1209.86,7.29
2023-12-09 20:23:21,19.31,1209.86,7.29
2023-12-09 20:38:29,19.31,1209.86,7.29
2023-12-09 20:53:50,19.29,1209.86,7.3
2023-12-09 21:08:59,19.29,1209.86,7.3
2023-12-09 21:24:04,19.28,1209.86,7.31
2023-12-09 21:39:19,19.27,1209.86,7.31
2023-12-09 21:54:34,19.27,1209.86,7.31
2023-12-09 22:09:43,19.26,1209.86,7.32
2023-12-09 22:24:51,19.26,1209.86,7.31
2023-12-09 22:40:06,19.26,1209.86,7.32
2023-12-09 22:55:14,19.25,1209.86,7.32
2023-12-09 23:10:26,19.25,1209.86,7.32
2023-12-09 23:25:38,19.25,1208.95,7.33
2023-12-09 23:40:50,19.25,1208.95,7.33
2023-12-09 23:56:01,19.25,1209.86,7.33
2023-12-10 00:11:19,19.24,1208.95,7.33
2023-12-10 00:26:31,19.24,1208.95,7.33
2023-12-10 00:41:36,19.23,1208.95,7.33
2023-12-10 00:56:48,19.23,1208.95,7.34
2023-12-10 01:12:00,19.23,1208.95,7.33
2023-12-10 01:27:11,19.23,1208.95,7.34
2023-12-10 01:42:23,19.23,1207.88,7.34
2023-12-10 01:57:34,19.22,1208.95,7.34
2023-12-10 02:12:46,19.22,1208.95,7.34
2023-12-10 02:27:58,19.22,1208.95,7.35
2023-12-10 02:43:10,19.22,1208.95,7.35
2023-12-10 02:58:21,19.22,1208.95,7.35
2023-12-10 03:13:33,19.22,1208.95,7.35
2023-12-10 03:28:45,19.22,1208.95,7.35
2023-12-10 03:43:57,19.22,1208.95,7.35
2023-12-10 03:59:08,19.22,1208.95,7.36
2023-12-10 04:14:20,19.22,1208.95,7.36
2023-12-10 04:29:35,19.21,1208.95,7.36
2023-12-10 04:44:46,19.21,1209.86,7.36
2023-12-10 05:00:01,19.21,1209.86,7.37
2023-12-10 05:15:06,19.21,1209.86,7.37
2023-12-10 05:30:18,19.21,1208.95,7.38
2023-12-10 05:45:30,19.21,1209.86,7.38
2023-12-10 06:00:41,19.21,1209.86,7.37
2023-12-10 06:15:53,19.21,1208.95,7.38
2023-12-10 06:31:05,19.21,1209.86,7.38
2023-12-10 06:46:17,19.21,1208.95,7.38
2023-12-10 07:01:28,19.2,1208.95,7.39
2023-12-10 07:16:43,19.2,1208.95,7.39
2023-12-10 07:31:52,19.19,1208.95,7.39
2023-12-10 07:47:03,19.18,1208.95,7.39
2023-12-10 08:02:18,19.18,1208.95,7.39
2023-12-10 08:17:30,19.17,1208.95,7.39
2023-12-10 08:32:38,19.16,1208.95,7.39
